1725248243.896126840,0.000132502,1.76995e-08,7.96131e-09
1725248243.905946719,0.000132502,1.76995e-08,7.96131e-09
1725248243.936179826,0.000132502,1.76995e-08,7.96131e-09
1725248243.956227519,0.000132502,1.76995e-08,7.96131e-09
1725248243.976137488,0.000132502,1.76995e-08,7.96131e-09
1725248243.996160534,0.000132502,1.76995e-08,7.96131e-09
1725248244.025925339,0.000132502,1.76995e-08,7.96131e-09
1725248244.036158633,0.000132502,1.76995e-08,7.96131e-09
1725248244.056049094,0.000132502,1.76995e-08,7.96131e-09
1725248244.076136554,0.000132502,1.76995e-08,7.96131e-09
1725248244.105988467,0.000132502,1.76995e-08,7.96131e-09
1725248244.125934034,0.000132502,1.76995e-08,7.96131e-09
1725248244.136134967,0.000132502,1.76995e-08,7.96131e-09
1725248244.166154673,0.000132502,1.76995e-08,7.96131e-09
1725248244.185925122,0.000132502,1.76995e-08,7.96131e-09
1725248244.206262163,0.000132502,1.76995e-08,7.96131e-09
1725248244.225922230,0.000132502,1.76995e-08,7.96131e-09
1725248244.245957349,0.000132502,1.76995e-08,7.96131e-09
1725248244.265862729,0.000132502,1.76995e-08,7.96131e-09
1725248244.296238099,0.000132502,1.76995e-08,7.96131e-09
1725248244.306254557,0.000132502,1.76995e-08,7.96131e-09
1725248244.326029616,0.000132502,1.76995e-08,7.96131e-09
1725248244.355899734,0.000132502,1.76995e-08,7.96131e-09
1725248244.375942017,0.000132502,1.76995e-08,7.96131e-09
1725248244.396160330,0.000132502,1.76995e-08,7.96131e-09
1725248244.416167125,0.000132502,1.76995e-08,7.96131e-09
1725248244.435911174,0.000132502,1.76995e-08,7.96131e-09
1725248244.455915965,0.000132502,1.76995e-08,7.96131e-09
1725248244.476144647,0.000132502,1.76995e-08,7.96131e-09
1725248244.495923823,0.000132502,1.76995e-08,7.96131e-09
1725248244.525946916,0.000132502,1.76995e-08,7.96131e-09
1725248244.536136326,0.000132502,1.76995e-08,7.96131e-09
1725248244.565942991,0.000132502,1.76995e-08,7.96131e-09
1725248244.585939386,0.000132502,1.76995e-08,7.96131e-09
1725248244.605918567,0.000132502,1.76995e-08,7.96131e-09
1725248244.625956232,0.000132502,1.76995e-08,7.96131e-09
1725248244.645915856,0.000132502,1.76995e-08,7.96131e-09
1725248244.665990672,0.000132502,1.76995e-08,7.96131e-09
1725248244.696160486,0.000132502,1.76995e-08,7.96131e-09
1725248244.716162562,0.000132502,1.76995e-08,7.96131e-09
1725248244.725927014,0.000132502,1.76995e-08,7.96131e-09
1725248244.756118982,0.000132502,1.76995e-08,7.96131e-09
1725248244.775944928,0.000132502,1.76995e-08,7.96131e-09
1725248244.796249336,0.000132502,1.76995e-08,7.96131e-09
1725248244.816235431,0.000132502,1.76995e-08,7.96131e-09
1725248244.836297432,0.000132502,1.76995e-08,7.96131e-09
1725248244.856455087,0.000132502,1.76995e-08,7.96131e-09
1725248244.886164255,0.000132502,1.76995e-08,7.96131e-09
1725248244.896128001,0.000132502,1.76995e-08,7.96131e-09
1725248244.926169538,0.000132502,1.76995e-08,7.96131e-09
1725248244.936167491,0.000132502,1.76995e-08,7.96131e-09
1725248244.965916094,0.000132502,1.76995e-08,7.96131e-09
1725248244.985974478,0.000132502,1.76995e-08,7.96131e-09
1725248244.996275383,0.000132502,1.76995e-08,7.96131e-09
1725248245.025913153,0.000132502,1.76995e-08,7.96131e-09
1725248245.046137647,0.000132502,1.76995e-08,7.96131e-09
1725248245.065919649,0.000132502,1.76995e-08,7.96131e-09
1725248245.086284413,0.000132502,1.76995e-08,7.96131e-09
1725248245.116161163,0.000132502,1.76995e-08,7.96131e-09
1725248245.126273375,6.62531e-05,8.84974e-09,0.000133575
1725248245.156145697,6.62531e-05,8.84974e-09,0.000133575
1725248245.175933080,6.62531e-05,8.84974e-09,0.000133575
1725248245.196160359,6.62531e-05,8.84974e-09,0.000133575
1725248245.216180660,3.95354e-09,-1.76974e-08,0.000267142
1725248245.236023909,3.95354e-09,-1.76974e-08,0.000267142
1725248245.256307176,-6.62471e-05,-6.19434e-08,0.000400712
1725248245.285923616,-6.62471e-05,-6.19434e-08,0.000400712
1725248245.295950594,-6.62471e-05,-6.19434e-08,0.000400712
1725248245.315869690,5.91375e-09,3.15964e-12,0.000534287
1725248245.336155001,0.000132504,1.76982e-07,0.000801421
1725248245.365925216,0.000132504,1.76982e-07,0.000801421
1725248245.386189627,0.000198749,2.9201e-07,0.00093498
