1725248272.8958914,32.186,-0.716615,-0.0864444
1725248271.1761327,32.0847,-0.69866,-0.087908
1725248270.9461746,31.976,-0.679221,-0.0888394
1725248270.7762215,31.8698,-0.659967,-0.0900367
1725248270.626163,31.7552,-0.639069,-0.090012
1725248270.5062845,31.6496,-0.619878,-0.0900367
1725248270.395942,31.5431,-0.600546,-0.0896376
1725248270.2859192,31.4388,-0.581704,-0.0891054
1725248270.185938,31.3187,-0.559974,-0.0901697
1725248270.076383,31.205,-0.539369,-0.0891055
1725248269.995976,31.0999,-0.520369,-0.0897706
1725248269.8861663,30.9784,-0.498253,-0.0905441
1725248269.805922,30.8675,-0.477845,-0.0909678
1725248269.725957,30.7669,-0.459088,-0.0924309
1725248269.6461878,30.664,-0.439744,-0.0929628
1725248269.556182,30.5452,-0.417395,-0.0928299
1725248269.4761636,30.4365,-0.396987,-0.0928299
1725248269.3861823,30.3111,-0.373165,-0.0940267
1725248269.295982,30.1985,-0.351557,-0.0950905
1725248269.2161338,30.0854,-0.329744,-0.0953318
1725248269.1561809,29.9862,-0.310395,-0.09642
1725248269.076167,29.8724,-0.288142,-0.0966859
1725248268.9861557,29.7435,-0.262864,-0.0970847
1725248268.8961403,29.6254,-0.23966,-0.0966859
1725248268.816169,29.5064,-0.216382,-0.0961541
1725248268.7562714,29.4014,-0.195868,-0.0962871
1725248268.6761906,29.2813,-0.172482,-0.0958636
1725248268.5861742,29.1617,-0.149196,-0.0953564
1725248268.5262938,29.0574,-0.129092,-0.0950905
1725248268.436167,28.9378,-0.106383,-0.0925639
1725248268.3561625,28.8036,-0.0815134,-0.0897706
1725248268.2659204,28.6835,-0.0599567,-0.0883072
1725248268.1859705,28.563,-0.0384586,-0.0869766
1725248268.1259387,28.458,-0.0201664,-0.0853551
1725248268.0359228,28.3369,0.000538936,-0.0827179
1725248267.9561374,28.2159,0.0203308,-0.0800554
1725248267.8961375,28.1093,0.0372003,-0.0769928
1725248267.8161674,27.9886,0.0557019,-0.0753946
1725248267.7259393,27.8528,0.0760876,-0.0735298
1725248267.636177,27.7326,0.0938855,-0.0731302
1725248267.5561328,27.6131,0.111493,-0.0725727
1725248267.4961421,27.5081,0.12683,-0.0724641
1725248267.4161856,27.3874,0.144286,-0.0712651
1725248267.326169,27.2668,0.16145,-0.070066
1725248267.2659037,27.161,0.176134,-0.068467
1725248267.1762083,27.0394,0.192738,-0.0670012
1725248267.0961463,26.9032,0.211048,-0.0664681
1725248267.0061834,26.7817,0.227118,-0.0652439
1725248266.9262052,26.6609,0.242767,-0.0630026
1725248266.865886,26.5551,0.256094,-0.0620694
1725248266.7761157,26.4325,0.271236,-0.0603363
1725248266.6962433,26.3112,0.285846,-0.0595363
1725248266.6361437,26.2054,0.298343,-0.0584696
1725248266.5561857,26.0842,0.312638,-0.0584696
