1720035773.698851918,23.4829,39.0005,0.1325,0.850093
1720035779.3488176,22.7102,40.7037,0.1325,0.8373200000000001
1720035779.3288844,22.7101,40.7038,0.1325,0.837247
1720035779.309039,22.7101,40.7038,0.1325,0.8373200000000001
1720035779.2890682,22.7101,40.7039,0.1325,0.837247
1720035779.259056,22.71,40.704,0.1325,0.837247
1720035779.2490308,22.71,40.704,0.1325,0.837247
1720035779.218945,22.71,40.7041,0.1325,0.837247
1720035779.209017,22.7099,40.7043,0.1325,0.837247
1720035779.1788313,22.7099,40.7043,0.1325,0.837247
1720035779.1589317,22.7099,40.7044,0.1325,0.837247
1720035779.138941,22.7099,40.7044,0.1325,0.837247
1720035779.1187818,22.7099,40.7044,0.1325,0.837247
1720035779.0890515,22.7099,40.7044,0.1325,0.837247
1720035779.0788164,22.7099,40.7044,0.1325,0.837247
1720035779.0590148,22.7098,40.7044,0.1325,0.837174
1720035779.0290644,22.7098,40.7046,0.1325,0.837174
1720035779.0090163,22.7097,40.7047,0.1325,0.837174
1720035778.9891694,22.7096,40.7051,0.1325,0.8370280000000001
1720035778.9790595,22.7095,40.7053,0.1325,0.8370280000000001
1720035778.9490752,22.7093,40.7056,0.1325,0.8369540000000001
1720035778.929056,22.7092,40.705999999999996,0.1325,0.8369540000000001
1720035778.9088109,22.709,40.7064,0.1325,0.8370280000000001
1720035778.8890736,22.7088,40.7069,0.1325,0.8370280000000001
1720035778.8590245,22.7085,40.7074,0.1325,0.8369540000000001
1720035778.8491569,22.7082,40.7081,0.1325,0.836881
1720035778.8190598,22.708000000000002,40.7087,0.1325,0.836735
1720035778.8088195,22.7078,40.7091,0.1325,0.836881
1720035778.7790298,22.7075,40.7099,0.1325,0.8369540000000001
1720035778.7589498,22.7073,40.7103,0.1325,0.8369540000000001
1720035778.7389436,22.7071,40.7106,0.1325,0.836881
1720035778.7189627,22.706999999999997,40.711,0.1325,0.836735
1720035778.6888218,22.7068,40.7113,0.1325,0.8366620000000001
1720035778.6790426,22.7067,40.7116,0.1325,0.836369
1720035778.6589363,22.7066,40.7118,0.1325,0.8362229999999999
1720035778.6290307,22.7067,40.7117,0.1325,0.836076
1720035778.6087995,22.7069,40.7111,0.1325,0.8358559999999999
1720035778.5890214,22.7073,40.7102,0.1325,0.835563
1720035778.579029,22.7082,40.7081,0.1325,0.835269
1720035778.5492013,22.7091,40.7061,0.1325,0.834975
1720035778.528873,22.71,40.7039,0.1325,0.834828
1720035778.50906,22.7111,40.7014,0.1325,0.834608
1720035778.4890819,22.7123,40.6986,0.1325,0.8343870000000001
1720035778.458949,22.7138,40.6951,0.1325,0.834166
1720035778.4490395,22.7153,40.6915,0.1325,0.833945
1720035778.4190013,22.7171,40.6872,0.1325,0.833724
1720035778.3989766,22.7191,40.6825,0.1325,0.83365
1720035778.3790684,22.7213,40.6774,0.1325,0.833576
1720035778.3590057,22.7248,40.6691,0.1325,0.8332809999999999
1720035778.338918,22.7274,40.663000000000004,0.1325,0.833059
1720035778.3189852,22.73,40.6567,0.1325,0.832838
1720035778.2990785,22.7329,40.6499,0.1325,0.832616
1720035778.2789488,22.7359,40.6427,0.1325,0.832468
1720035778.2589178,22.7391,40.635,0.1325,0.8323940000000001
1720035778.2290294,22.7424,40.626999999999995,0.1325,0.8321719999999999
1720035778.2189517,22.746,40.6186,0.1325,0.832023
1720035778.1890779,22.7496,40.6098,0.1325,0.831801
1720035778.169021,22.7534,40.6007,0.1325,0.8315040000000001
1720035778.1490307,22.7594,40.5861,0.1325,0.8312069999999999
1720035778.1288204,22.7637,40.5757,0.1325,0.830836
1720035778.1092205,22.7681,40.565,0.1325,0.8307620000000001
1720035778.0891662,22.7727,40.5539,0.1325,0.8305520000000001
1720035778.0687897,22.7774,40.5425,0.1325,0.830478
1720035778.048857,22.7822,40.5306,0.1325,0.8301059999999999
1720035778.018807,22.7872,40.5184,0.1325,0.829808
1720035777.9990215,22.7923,40.5058,0.1325,0.829509
1720035777.989034,22.7977,40.4926,0.1325,0.82936
1720035777.9590404,22.8029,40.4797,0.1325,0.8291360000000001
1720035777.9392748,22.8117,40.4579,0.1325,0.8287629999999999
1720035777.9189632,22.8175,40.4435,0.1325,0.8287629999999999
1720035777.8988628,22.8235,40.4285,0.1325,0.8285379999999999
1720035777.8790734,22.8297,40.4132,0.1325,0.8283889999999999
1720035777.8588393,22.836,40.3975,0.1325,0.828089
1720035777.8290396,22.8424,40.3815,0.1325,0.8277899999999999
1720035777.8190649,22.8489,40.3651,0.1325,0.8277899999999999
1720035777.7888474,22.8556,40.3483,0.1325,0.8276399999999999
1720035777.7690158,22.8625,40.330999999999996,0.1325,0.827476
1720035777.7490273,22.8695,40.3134,0.1325,0.8272510000000001
1720035777.7290745,22.8803,40.2861,0.1325,0.827401
1720035777.7090151,22.8876,40.2676,0.1325,0.827026
1720035777.6890714,22.895,40.2491,0.1325,0.82665
1720035777.669124,22.9025,40.2299,0.1325,0.82665
1720035777.6490996,22.9102,40.2105,0.1325,0.826349
1720035777.6188025,22.9178,40.191,0.1325,0.826425
1720035777.599067,22.9255,40.1714,0.1325,0.82665
1720035777.5888445,22.9333,40.1517,0.1325,0.826349
1720035777.5590234,22.9411,40.1318,0.1325,0.8268
1720035777.5490386,22.949,40.111999999999995,0.1325,0.82665
1720035777.5191715,22.9611,40.0812,0.1325,0.826725
1720035777.4989724,22.969,40.0612,0.1325,0.827026
1720035777.4789686,22.9769,40.0413,0.1325,0.827626
1720035777.4589474,22.9849,40.0212,0.1325,0.828075
1720035777.4288166,22.9928,40.0014,0.1325,0.828525
1720035777.418805,23.0009,39.9815,0.1325,0.8288979999999999
1720035777.388807,23.0089,39.9616,0.1325,0.8294959999999999
1720035777.36903,23.0171,39.9416,0.1325,0.8303149999999999
1720035777.3490129,23.0253,39.9215,0.1325,0.831059
1720035777.3288858,23.0336,39.9014,0.1325,0.831727
1720035777.3189788,23.0461,39.8714,0.1325,0.832616
1720035777.2890284,23.0546,39.8514,0.1325,0.8332069999999999
1720035777.2690368,23.0631,39.8313,0.1325,0.833945
1720035777.2488058,23.0716,39.8112,0.1325,0.834313
1720035777.2291994,23.0802,39.7911,0.1325,0.8350489999999999
1720035777.1988773,23.0888,39.7711,0.1325,0.835943
1720035777.1888633,23.0975,39.7511,0.1325,0.836456
1720035777.1588728,23.1062,39.7312,0.1325,0.8371139999999999
1720035777.1389894,23.115,39.7113,0.1325,0.837844
1720035777.119088,23.1238,39.6914,0.1325,0.838427
1720035777.0990791,23.1369,39.662,0.1325,0.839735
1720035777.0788305,23.1453,39.6436,0.1325,0.840749
1720035777.0589507,23.1545,39.6235,0.1325,0.8416879999999999
1720035777.0290747,23.1632,39.6045,0.1325,0.8425520000000001
1720035777.0190861,23.1719,39.5857,0.1325,0.843558
1720035776.9990633,23.1806,39.5673,0.1325,0.8444889999999999
1720035776.9690113,23.1892,39.549,0.1325,0.8455469999999999
1720035776.949122,23.1978,39.5311,0.1325,0.8465440000000001
1720035776.9290233,23.2062,39.5137,0.1325,0.8475379999999999
1720035776.9090233,23.2147,39.4962,0.1325,0.848458
1720035776.8890448,23.2274,39.4706,0.1325,0.850432
1720035776.8690314,23.2359,39.4537,0.1325,0.8516239999999999
