1725300838.9997573,35.0100409,135.7185152,85.931941988
1725300835.4997175,35.0100307,135.7185354,85.771974793
1725300833.9997888,35.0100193,135.7185567,85.822010672
1725300832.4997625,35.0100063,135.7185792,85.782050487
1725300831.0005293,35.0099933,135.7186023,85.802090676
1725300829.4997578,35.0099812,135.7186261,85.752129506
1725300828.0005386,35.0099698,135.7186496,85.642166758
1725300826.5005908,35.0099579,135.718674,85.662205567
1725300825.0004916,35.0099449,135.7186978,85.742246205
1725300823.5004704,35.0099306,135.7187177,85.902287031
1725300821.5005012,35.0099087,135.7187265,86.012336173
1725300820.0005927,35.0098857,135.718725,85.94238115
1725300818.5005367,35.0098636,135.7187234,85.872424272
1725300816.5004888,35.0098386,135.7187189,85.792471391
1725300814.5006359,35.0098244,135.718698,85.872486813
1725300813.000797,35.0098231,135.7186733,85.952474134
1725300811.5005484,35.0098251,135.7186459,85.942453198
1725300810.000524,35.0098254,135.7186183,85.952435531
1725300808.5005925,35.0098256,135.7185905,85.92241794
1725300807.001571,35.0098262,135.7185628,85.842399611
1725300805.5006073,35.0098272,135.7185361,85.792381103
1725300802.5005372,35.0098272,135.7185112,85.852365702
