86.32
86.36
86.58
86.77
87.03
87.35
87.7
88.28
87.27
87.44
87.7
87.08
85.8
86.39
87.17
86.35
87.58
88.99
90.72
92.64
93.98
94.14
86.65
77.18
67.11
55.45
44.24
32.04
20.03
7.98
0.19
357.71
358.39
0.91
1.6
1.36
0.87
0.53
358.66
348.84
333.13
314.18
306.22
304.37
303.28
310.1
308.7
307.32
305.86
304.32
305.61
305.77
306.34
307.77
307.12
306.54
306.37
306.29
306.83
308.32
310.59
310.19
309.26
308.42
307.47
306.25
306.84
307.04
306.27
306.16
304.73
304.02
303.78
303.84
